Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core)
7204,224,24,6,My Lord --,He Will Come To Me,8,16,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7205,224,24,9,"You have been a good and faithful servant, Severus.",He Will Come To Me,8,16,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7206,224,24,9,But only I can live forever...,He Will Come To Me,8,16,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7207,224,24,9,Kill.,He Will Come To Me,8,16,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7208,224,24,9,Nagini! Come!,He Will Come To Me,8,16,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7209,225,24,6,Take them...,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7210,225,24,6,Take them!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7211,225,24,6,Please.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7212,225,24,1,Give me something! Quickly! A flask! Anything.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7213,225,24,6,They are the same...,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7214,225,24,6,You have your mother's eyes...,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7215,225,24,2,He's gone. The snake too.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
7216,225,24,9,You have fought valiantly... but in vain. I do not wish this. Every drop of magical bliood,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7217,225,24,9,"I therefore command my forces to retreat. In their absence, dispose of your dead with dignity. Treat your injured.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7218,225,24,2,Never! Do you hear me! NEVER!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
7219,225,24,3,Where is everyone?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Boathouse,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
7220,225,48,6,Lily... Then...,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7221,225,48,32,Lily! Come out of there! Now!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Petunia Dursley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
7222,225,48,32,We're going home.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Petunia Dursley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
7223,225,48,6,She's jealous. Because she's ordinary and you're special.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7224,225,48,45,That's mean.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Lily Potter,Human,Female,Gryffindor,Doe,Willow,Unknown
7225,225,48,6,It's true. You know so yourself.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7226,225,48,6,No! Don't kill me!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7227,225,48,4,That wasn't my intention.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7228,225,48,4,"Stand up, Severus. I haven't much time. What message do you bring from Lord Voldemort this time?",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7229,225,48,4,Is this about the Prophecy?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7230,225,48,6,Yes.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7231,225,48,4,How much did you relay?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7232,225,48,6,Only what I heard. But now... he thinks it refers to her.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7233,225,48,4,The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7234,225,48,6,Yes! But he thinks it's her son! He intends to hunt them down now! To kill them!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7235,225,48,4,"If she means so much to you, surely Lord Voldemort would spare her in exchange for the boy.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7236,225,48,6,I have asked.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7237,225,48,4,You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7238,225,48,6,She's more than that! She's different! Beautiful. Kind.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7239,225,48,4,"And should I do so, what will you give me in return, Severus?",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7240,225,48,6,Anything.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7241,225,48,6,You said you would keep her safe!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7242,225,48,4,"Lily and James put their faith in the wrong person. Rather like you, Severus.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7243,225,48,4,The boy survives.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7244,225,48,4,He has her eyes.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7245,225,48,6,He doesn't need protection. The Dark Lord has gone --,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7246,225,48,4,The Dark Lord will return. And the boy will be in terrible danger when he does.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7247,225,48,6,No one can know. Your word.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7248,225,48,4,"My word that I shall never reveal the best of you, Severus? If you insist.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7249,225,48,6,He exhibits no measurable talent. His arrogance rivals even his father's. And he seems to relish his fame.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7250,225,48,4,"Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7251,225,48,6,You see what you want to see.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7252,225,48,4,Perhaps. oOh. Severus.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7253,225,48,6,Why did you put it on? Surely you realized it carried a curse.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7254,225,48,4,I was... foolish... greedy...,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7255,225,48,6,Drink the rest. It will contain the curse to the hand for the time being.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7256,225,48,4,For the time being?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7257,225,48,6,It will spread.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7258,225,48,4,How long?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7259,225,48,6,Maybe a year.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7260,225,48,4,"Well, this makes matters much more straightforward.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7261,225,48,4,"Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7262,225,48,6,It is not expected that he will succeed.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7263,225,48,4,You must agree.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7264,225,48,4,"Yes. You must be the one to kill me, Severus. It is the only way. Only then will the Dark Lord trust you completely.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7265,225,48,6,You ask too much.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7266,225,48,4,There will come a time when Harry Potter must be told something. But you must wait until Voldemort is at his most vulnerable.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7267,225,48,6,Tell him what?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7268,225,48,4,"On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7269,225,48,4,There's a reason Harry can speak with snakes. There's a reason he can look into Lord Voldemort's mind. A part of Lord Voldemort lives inside him.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7270,225,48,6,"So when the time comes, the boy must die.",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7271,225,48,6,You've kept him alive so that he can die at the proper moment. You've been raising him like a pig for slaughter.,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7272,225,48,4,"But this is touching, Severus. Don't tell me you've grown to care for the boy?",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7273,225,48,6,Expecto Patronum!,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7274,225,48,4,Lily. After all this time?,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7275,225,48,6,Always... We GO TO BLACK...,Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
7276,225,48,4,"The irony of course, Severus, is that -- in the end -- you and the boy desire the same thing...",Your Mother's Eyes,8,17,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Pensieve,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7277,226,33,3,Where've you been?,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
7278,226,33,2,"We thought you'd gone to the forest, we thought you might be --",Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
7279,226,33,1,I'm going there now.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7280,226,33,2,Are you mad! No!,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
7281,226,33,1,It's... meant to be.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7282,226,33,2,"Rubbish! You can't just give yourself up to him -- Hermione squeezes Ron's arm, silencing him.",Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
7283,226,33,3,"What is it, Harry? What is it you",Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
7284,226,33,1,There's a reason I can... hear them -- the Horcruxes.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7285,226,33,1,I think I've known for awhile.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7286,226,33,3,I'll go with you. I/'ll --,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
7287,226,33,1,Kill the snake. Kill the snake and then it's just him. Then it will be over.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7288,226,33,46,I'll take him from here.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Oliver Wood,Human,Male,Gryffindor,Unknown,Unknown,Unknown
7289,226,33,20,It's all right. We're going to get you inside.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Entrance Hall,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
7290,226,35,131,I kept calling. No one came.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Gang thug,Human,Male,Gryffindor,Unknown,Unknown,Unknown
7291,226,35,20,Don't worry. I won't leave you. I promise.,Confront Your Fate,8,18,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
7292,227,35,45,"You've been so brave, sweetheart.",I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Lily Potter,Human,Female,Gryffindor,Doe,Willow,Unknown
7293,227,35,1,Why are you here? All of you?,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7294,227,35,45,"We never left, dear.",I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Lily Potter,Human,Female,Gryffindor,Doe,Willow,Unknown
7295,227,35,1,Does it hurt? Dying?,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7296,227,35,18,Quicker than falling asleep.,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Sirius Black,Human,Male,Gryffindor,Unknown,Unknown,Unknown
7297,227,35,11,And he will want it to be quick.,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair
7298,227,35,42,"You're nearly there, son.",I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,James Potter,Human,Male,Gryffindor,Stag,Mahogany,Unknown
7299,227,35,1,"I'm sorry. I didn't want any of you to die for me. And Remus, your son...",I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7300,227,35,11,Others will tell him what his mother and father died for. Someday he'll understand...,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair
7301,227,35,1,You'll stay with me?,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7302,227,35,42,Until the end.,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,James Potter,Human,Male,Gryffindor,Stag,Mahogany,Unknown
7303,227,35,1,He won't be able to see you?,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7304,227,35,18,"No. We're here, you see.",I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Sirius Black,Human,Male,Gryffindor,Unknown,Unknown,Unknown
7305,227,35,1,Stay close to me.,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7306,227,35,45,Always...,I Open At the Close,8,19,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Lily Potter,Human,Female,Gryffindor,Doe,Willow,Unknown
7307,228,35,70,"No sign of him, my Lord.",The Boy Who Lived,8,20,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Corban Yaxley,Human,Male,Slytherin,Unknown,Unknown,Unknown
7308,228,35,9,"I thought he would come. I was, it seems... mistaken.",The Boy Who Lived,8,20,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7309,228,35,1,You weren't.,The Boy Who Lived,8,20,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7310,228,35,70,Quiet!,The Boy Who Lived,8,20,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Corban Yaxley,Human,Male,Slytherin,Unknown,Unknown,Unknown
7311,228,35,9,Harry Potter. The Boy Who Lived. Come to die. Nagini HISSES behind her protective guard of Death Eaters. Harry's gaze shifts to her when Voldemort raises,The Boy Who Lived,8,20,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
